host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,t,f,Entire rental unit,Entire home/apt,f,1,1,3,988,4.77,4.83,4.8,4.89,4.88,4.95,4.7,3,1125,1.06
within an hour,t,t,Entire loft,Entire home/apt,t,1,0.97,2,1997,4.98,4.98,4.94,4.98,4.98,4.93,4.94,3,180,1.2
within a day,f,t,Private room in guest suite,Private room,f,0.83,0.86,2,1300,4.89,4.96,5,4.96,4.91,4.98,4.87,1,365,0.52
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.89,2,775,4.9,4.98,4.96,4.92,4.97,4.87,4.91,3,360,0.86
within an hour,t,t,Private room in rental unit,Private room,f,1,1,1,500,4.96,4.92,4.8,5,5,5,4.96,2,1125,2.2
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.94,2,869,4.7,4.86,4.84,4.94,4.95,4.75,4.78,1,1125,0.4
within an hour,t,t,Private room in bed and breakfast,Private room,f,1,0.94,2,2200,4.97,4.94,4.97,5,4.97,4.97,4.88,1,90,0.29
within an hour,f,t,Private room in rental unit,Private room,f,0.67,1,2,600,4.92,4.96,4.94,4.97,4.92,4.9,4.93,1,1125,2.57
within an hour,t,t,Room in boutique hotel,Hotel room,f,1,0.94,2,1800,4.84,4.79,4.95,4.88,4.91,4.95,4.84,1,90,0.4
Desconocido,f,f,Private room in home,Private room,f,0.9,1,2,1372,4.8,5,5,5,5,4.6,4.8,2,30,0.06
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,6,1000,4.61,4.65,4.71,4.71,4.72,4.9,4.65,2,59,3.01
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,4,1499,4.87,4.93,4.93,4.93,4.98,5,4.95,2,1125,0.65
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,3670,4.86,4.85,4.84,4.94,5,4.94,4.79,3,1125,0.94
within a few hours,f,t,Entire condo,Entire home/apt,f,0.9,0.92,4,836,4.82,4.94,4.98,4.94,4.9,4.65,4.79,2,365,0.53
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.2,2,1180,4.88,4.5,4.83,4.83,4.67,5,5,1,365,0.07
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,4,1000,4.82,4.91,4.9,4.93,4.98,4.88,4.85,1,1125,0.83
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.99,4,1955,4.81,4.85,4.79,4.87,4.93,4.78,4.83,2,90,2.67
within an hour,f,t,Room in serviced apartment,Hotel room,f,0.99,0.99,4,908,4.5,5,5,4.5,5,5,4.75,2,1125,0.08
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,0.99,0.99,2,726,4.46,4.61,4.69,4.78,4.51,4.68,4.51,1,1125,0.34
within a day,f,t,Entire condo,Entire home/apt,f,1,0.9,4,1190,4.86,4.86,4.86,5,5,4,4.67,2,90,0.08
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.97,2,872,4,4,5,5,4,4,5,1,1125,0.01
within an hour,f,t,Private room in rental unit,Private room,f,1,0.9,2,960,4.8,4.8,4.93,4.93,5,5,4.87,1,1125,0.35
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,1,508,4.5,4,5,5,5,5,5,1,1125,0.03
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,3658,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0,4,800,5,5,5,5,5,5,5,1,1125,0.14
Desconocido,f,t,Entire serviced apartment,Entire home/apt,f,0.9,1,4,884,4.44,4.67,4.67,4.78,5,4,4.22,3,1125,1.24
within an hour,f,t,Entire bungalow,Entire home/apt,f,1,1,2,793,4.76,4.71,4.77,4.78,4.63,4.92,4.71,3,1125,1.48
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,4,2212,4.69,4.79,4.91,4.94,4.94,4.88,4.68,1,1125,0.95
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.92,2,578,5,4.93,4.8,4.93,5,5,5,2,15,2.71
within a day,f,t,Private room in home,Private room,f,1,0.44,1,11807,5,5,5,5,5,5,5,1,1125,0.17
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.5,2,1100,5,5,5,5,5,5,5,1,1125,0.28
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,4,732,4.85,4.89,4.85,4.9,5,4.71,4.88,3,90,0.51
within a few hours,t,t,Private room in home,Private room,f,1,0.93,2,545,4.85,5,4.85,4.92,5,5,4.85,1,1125,0.19
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.93,3,1452,4.81,5,4.86,4.9,4.95,4.95,4.86,1,365,0.21
within an hour,t,t,Private room in rental unit,Private room,f,1,0.47,2,450,4.76,4.89,4.93,4.91,4.92,4.93,4.78,2,180,0.78
within an hour,t,t,Private room in rental unit,Private room,f,1,0.47,2,350,4.64,4.75,4.75,4.81,4.76,4.86,4.72,2,1125,1.26
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,1149,4.56,4.57,4.7,4.75,4.61,4.96,4.61,2,1125,0.83
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,3,1927,4.64,4.9,4.78,4.77,4.74,4.92,4.7,1,1125,2.1
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.9,2,908,4.83,4.85,4.84,4.92,4.94,4.95,4.86,1,120,1.62
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,1191,4.68,4.54,4.78,4.73,4.59,4.85,4.54,2,1125,0.42
a few days or more,f,f,Private room in home,Private room,f,0,0.9,1,376,5,5,5,5,5,5,5,1,1125,0.05
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,1093,4.65,4.74,4.91,4.76,4.68,4.88,4.53,2,1125,0.33
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,4,1278,4.43,4.43,4.57,4.75,4.44,4.82,4.46,2,1125,0.26
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,1093,4.76,4.97,4.93,4.86,4.86,4.93,4.79,2,1125,0.29
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,7,1581,4.53,4.67,4.85,4.8,4.6,4.71,4.6,2,1125,0.51
within an hour,t,t,Room in boutique hotel,Private room,f,1,0.94,2,1800,4.85,4.78,4.88,4.85,4.85,4.88,4.8,1,90,0.37
Desconocido,f,t,Casa particular,Entire home/apt,f,0.9,0.75,2,732,5,5,5,5,5,5,4.5,1,1125,0.05
Desconocido,f,t,Private room in home,Private room,t,0.9,1,2,549,5,5,5,5,5,5,5,3,1125,0.03
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,1,2,545,4.77,4.84,4.8,4.93,4.95,4.95,4.7,1,1125,3.51
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1258,4.93,4.97,4.98,4.97,5,4.92,4.86,2,1125,1.39
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,750,4.91,4.97,4.94,4.97,4.97,4.91,4.79,1,1125,0.35
within a day,f,t,Entire serviced apartment,Entire home/apt,f,0.5,0.4,4,1705,1,1,1,1,1,1,1,2,365,0.33
within a few hours,f,t,Private room in rental unit,Private room,f,1,0.67,3,700,4.73,4.76,4.27,4.96,4.96,4.96,4.84,1,1125,0.27
within an hour,t,t,Entire loft,Entire home/apt,t,1,1,4,1866,4.92,4.9,4.93,4.95,4.98,4.97,4.87,1,1125,1.1
within a day,f,t,Private room in rental unit,Private room,f,1,0.9,2,880,5,5,5,5,5,4,5,3,30,0.01
Desconocido,f,t,Private room in home,Private room,f,0.9,0,2,2952,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,8,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,2,817,4.82,4.87,4.74,4.96,5,4.7,4.96,1,365,0.21
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.5,4,1829,4.77,4.8,4.86,5,4.98,4.96,4.86,1,45,0.51
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.13,6,1372,4.59,4.69,4.69,4.88,4.91,4.87,4.6,2,90,1
within a few hours,f,t,Entire loft,Entire home/apt,f,1,1,4,635,4.88,4.87,4.84,4.85,4.83,4.85,4.85,3,1125,0.78
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1826,4.93,4.97,4.9,4.98,4.99,4.99,4.93,1,90,3.29
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,1072,4.61,4.83,4.98,4.98,4.73,4.83,4.78,2,1125,0.44
within an hour,f,t,Private room in rental unit,Private room,f,1,0.92,2,714,4.77,4.77,4.87,4.94,4.88,4.89,4.75,1,1125,1.22
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.93,4,1374,4.81,4.81,4.84,4.93,4.88,4.99,4.71,2,1125,2.32
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,1,287,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Private room in home,Private room,f,1,1,6,830,4.86,4.88,4.94,4.94,5,4.76,4.94,2,365,0.45
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,1850,4.93,4.98,4.94,4.95,4.99,4.96,4.93,3,1125,1.59
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,2,800,4.89,4.93,4.96,5,5,4.86,4.89,1,1125,0.33
within a day,f,f,Entire rental unit,Entire home/apt,f,1,0.9,4,1097,4.93,4.98,4.89,4.98,5,5,4.91,2,1125,0.48
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.88,2,799,4.89,4.88,4.92,4.97,4.99,4.91,4.89,1,1125,0.72
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,6,1388,4.62,4.73,4.87,4.84,4.82,4.96,4.86,2,30,0.45
within a day,f,f,Entire loft,Entire home/apt,f,1,0.9,3,1434,4.92,4.92,5,5,5,5,4.92,2,1125,0.16
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,6,2165,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0,3,2542,4.95,4.95,5,4.9,5,4.95,4.95,3,30,0.23
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,4,2887,4.85,4.91,4.83,4.95,5,4.99,4.83,1,360,1
within an hour,f,f,Entire loft,Entire home/apt,t,0.98,0.94,1,782,4.85,4.82,4.97,4.87,4.79,4.95,4.9,2,1125,0.43
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,8,3034,4.93,4.9,4.98,4.93,4.96,4.94,4.86,1,1125,1.82
within a few hours,f,t,Private room in guesthouse,Private room,f,1,0.6,1,600,5,5,5,5,5,5,5,2,1125,0.16
within an hour,t,t,Entire home,Entire home/apt,t,1,1,2,990,4.87,4.92,4.91,4.94,4.92,4.88,4.87,1,1125,3.62
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.75,2,450,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,90,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,1500,4.75,4.83,4.5,5,5,4.92,4.67,1,180,0.15
within a day,f,t,Private room in home,Private room,f,0.8,0.43,1,428,4.33,4.67,4.67,4.5,4.17,3.83,4.67,1,1125,0.07
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.83,1,545,4.88,4.88,4.68,4.96,4.92,4.92,4.79,3,1125,0.25
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.92,5,3128,4.79,4.92,4.8,4.92,4.97,4.93,4.72,1,1125,1.12
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,782,4.88,5,5,5,5,4.75,4.88,3,1125,1.33
within a day,f,t,Private room in rental unit,Private room,f,0.57,0.2,2,424,4.88,4.88,4.76,4.71,4.82,4.94,4.94,1,1125,0.19
a few days or more,t,t,Private room in home,Private room,f,0,0.86,1,1000,4.96,4.93,4.93,4.97,4.96,4.99,4.93,1,1125,0.76
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,1,4,3800,4.82,4.88,4.88,4.9,4.97,4.93,4.79,1,180,1.39
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,2,956,4.74,4.84,4.91,4.69,4.68,4.94,4.73,2,1125,1.07
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,1,0.99,5,1006,4.77,4.91,4.81,4.91,4.95,4.7,4.84,3,1125,0.64
within a few hours,f,t,Entire rental unit,Entire home/apt,t,1,0.96,6,1055,4.66,4.71,4.7,4.75,4.85,4.54,4.75,1,120,0.89
within an hour,t,t,Entire loft,Entire home/apt,t,1,1,4,1543,4.93,4.95,4.96,4.95,4.8,4.92,4.91,1,1125,3.51
within a few hours,f,t,Private room in rental unit,Private room,f,1,1,2,1100,4.78,5,4.95,5,4.91,4.95,5,3,30,0.23
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,3,1199,4.72,4.84,4.63,4.94,4.76,4.98,4.76,2,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1618,4.97,4.98,4.95,4.95,4.99,4.89,4.91,1,120,2.29
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0,2,454,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,90,1.1
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.9,2,805,4.7,4.85,4.79,4.96,4.89,4.91,4.81,1,99,2.2
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,3,4140,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Private room in home,Private room,t,1,0.77,2,3071,4.73,4.78,4.79,4.94,4.88,4.97,4.71,1,1125,1.62
within a day,f,t,Private room in rental unit,Private room,f,1,0,1,563,4.95,4.95,4.85,4.99,4.97,4.98,4.95,1,1125,1.14
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.5,2,690,4.5,4.5,4.5,4.75,4.5,4.75,4.75,2,1125,0.04
within an hour,f,t,Private room in rental unit,Private room,f,0.93,0.98,2,358,4.62,4.74,4.55,4.94,4.91,4.91,4.71,1,1125,3.84
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,4,1829,4.96,4.99,4.98,4.99,5,4.84,4.93,1,1125,1.37
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,447,4.64,4.69,4.3,4.96,4.94,4.9,4.51,3,365,0.8
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.9,1,4,1034,4.75,4.86,4.87,4.86,4.88,4.92,4.83,2,1125,3.24
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,2,896,4.84,4.88,4.88,4.9,4.92,4.96,4.83,1,1125,1.31
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,4,1271,4.85,4.88,4.82,4.91,4.94,4.82,4.76,3,1125,0.32
within an hour,f,f,Entire rental unit,Entire home/apt,f,1,0.92,6,672,4.56,4.75,4.54,4.88,4.86,4.61,4.68,3,1125,0.84
a few days or more,f,f,Private room in bed and breakfast,Private room,t,0,1,2,998,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,15,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1489,4.85,4.91,4.91,4.91,4.89,4.83,4.84,1,1125,2.22
within an hour,t,t,Private room in home,Private room,f,0.99,1,2,399,4.82,4.87,4.72,4.87,4.88,4.97,4.87,1,1125,3.53
within an hour,f,t,Entire home,Entire home/apt,f,1,0.8,3,1111,4.88,4.92,4.88,5,4.83,4.94,4.89,1,1125,0.65
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,2233,4.85,4.9,4.86,4.93,4.94,4.96,4.83,1,1125,3.95
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,3,880,4.88,4.92,4.78,4.93,4.94,4.96,4.86,3,1125,0.85
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.99,0.99,2,726,4.61,4.88,4.75,4.96,4.88,4.98,4.71,2,1125,0.59
within a day,f,t,Private room in rental unit,Private room,f,1,0.35,2,350,4.92,4.92,4.67,5,5,5,4.92,2,61,0.12
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.92,2,1235,4.84,4.93,4.86,4.96,4.98,4.95,4.88,3,1125,0.56
within a day,f,f,Private room in rental unit,Private room,f,1,0,2,476,5,5,5,5,5,5,5,2,1125,0.03
within an hour,t,t,Private room in condo,Private room,f,1,1,2,817,5,5,5,5,4.75,4.75,5,1,30,0.08
within an hour,f,t,Private room in tiny home,Private room,f,0.95,0.38,1,300,4.63,4.66,4.59,4.81,4.91,4.84,4.78,1,1125,0.32
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,8,2697,4.7,4.79,4.74,4.89,4.87,4.63,4.46,3,1125,0.49
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,1,4798,4.9,4.96,4.96,4.97,4.97,5,4.93,1,3,1.13
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.99,4,2141,4.9,4.91,5,4.96,5,4.96,4.91,2,365,0.44
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,0.75,1,908,4.91,4.97,4.9,4.98,5,4.8,4.84,1,1125,0.69
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,3,998,4.7,4.68,4.7,4.9,4.92,4.9,4.71,3,1125,0.82
Desconocido,f,t,Private room in home,Private room,f,0.9,1,2,1250,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,15,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,9077,5,5,5,5,5,5,5,1,1125,0.08
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.99,6,3286,4.86,4.81,4.86,4.92,4.89,4.88,4.82,3,1125,1.02
within a few hours,f,t,Private room in home,Private room,t,1,0.71,2,750,5,5,4,5,5,5,5,3,28,0.02
a few days or more,f,t,Private room in rental unit,Private room,f,0,0.09,1,700,4.83,4.83,4.89,4.89,4.83,4.83,4.78,1,32,0.18
within a few hours,f,t,Private room in home,Private room,t,1,0.71,1,750,4.44,4.44,4.44,4.63,4.69,4.63,4.44,1,1125,0.22
within a few hours,f,t,Private room in home,Private room,f,1,0.71,1,750,5,5,4.67,5,5,5,5,2,1125,0.05
within an hour,t,t,Private room in home,Private room,t,0.99,1,2,341,4.77,4.8,4.66,4.86,4.84,4.96,4.8,1,60,3.69
within an hour,t,t,Private room in rental unit,Private room,f,1,1,1,630,4.88,4.8,4.64,4.96,4.96,5,4.76,1,30,0.26
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.95,4,1235,4.97,4.96,4.95,5,5,4.9,4.93,2,1125,2.6
within an hour,f,t,Entire loft,Entire home/apt,t,1,0.93,4,2010,4.73,4.77,4.76,4.95,4.93,4.88,4.72,2,1124,1.79
within a day,f,t,Entire guesthouse,Entire home/apt,f,0.9,0.59,5,1500,4.52,4.52,4.58,4.48,4.43,4.59,4.59,1,1125,0.32
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0,0,2,1100,4.89,4.87,4.93,4.91,4.91,4.76,4.85,1,1125,0.57
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,976,4.82,4.92,4.83,4.94,4.96,4.81,4.8,3,1125,1.43
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,6,1770,4.81,4.87,4.89,4.89,4.82,4.96,4.84,2,30,1.62
within a few hours,t,t,Private room in home,Private room,f,1,0.93,1,373,5,4.9,4.95,4.97,4.92,4.95,4.95,1,1125,0.41
within a day,f,t,Private room in rental unit,Private room,f,1,0,2,1200,4.9,4.94,4.98,4.99,4.99,4.94,4.91,2,1125,0.82
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,4,2482,4.99,4.96,4.95,5,5,4.99,4.91,3,30,1.46
within a day,f,t,Entire loft,Entire home/apt,f,1,0,3,530,4.72,4.89,4.81,4.87,4.81,4.89,4.69,2,1125,1.01
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,2,860,4.91,4.95,4.9,4.98,4.98,4.84,4.92,1,1125,3.12
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.9,2,755,4.68,4.79,4.74,4.89,4.86,4.89,4.72,1,60,2.24
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,3,800,4.78,4.85,4.82,4.76,4.83,4.57,4.78,3,370,0.75
within an hour,f,t,Private room in rental unit,Private room,t,1,0.98,1,299,4.5,4.7,4.5,4.9,4.8,5,4.6,1,1125,0.41
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,0.99,8,3476,4.77,4.85,4.9,4.84,4.76,4.87,4.8,2,60,1.09
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1364,4.85,4.88,4.88,4.89,4.92,4.87,4.86,3,1125,1.33
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0,4,1700,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,2,1036,4.86,4.9,4.85,4.92,4.93,4.89,4.86,2,1125,1.4
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1971,4.8,4.87,4.93,4.8,4.96,4.98,4.85,2,1125,0.61
within an hour,t,t,Private room in rental unit,Private room,f,1,0.77,2,285,4.92,4.96,4.79,5,4.96,4.96,4.94,1,1125,0.55
a few days or more,f,f,Entire loft,Entire home/apt,f,0,0,2,969,4.99,4.99,4.97,5,4.99,4.91,4.92,1,1125,0.73
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,4,1168,4.33,5,5,5,5,5,5,1,1125,0.31
within a few hours,f,t,Private room in loft,Private room,f,0.83,0.89,1,480,4.63,4.69,4.57,4.85,4.85,4.87,4.67,2,180,0.65
Desconocido,f,f,Entire rental unit,Entire home/apt,t,0.9,0.9,2,786,4.74,4.78,4.84,4.86,4.84,4.74,4.79,1,1125,1.55
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,0.93,5,3728,5,4.93,5,5,5,4.93,4.8,2,1125,2.29
within an hour,t,t,Private room in bed and breakfast,Private room,f,1,1,2,620,4.93,4.95,4.95,4.99,4.98,5,4.95,2,1125,2.15
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,4,1271,4.81,4.86,4.77,4.86,4.77,4.82,4.8,3,1125,0.59
within an hour,t,f,Entire rental unit,Entire home/apt,t,0.97,0.99,2,750,4.77,4.79,4.77,4.96,4.88,4.91,4.73,1,365,0.63
within a few hours,f,f,Private room in home,Private room,f,1,1,6,1829,4.73,5,4.82,4.73,4.91,4.55,4.73,1,1125,0.13
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.9,2,779,4.73,4.87,4.84,4.95,4.9,4.88,4.75,1,95,1.24
within an hour,t,f,Entire rental unit,Entire home/apt,t,0.97,0.99,2,750,4.98,4.9,4.92,4.98,4.94,4.98,4.96,1,365,0.56
Desconocido,f,t,Private room in home,Private room,f,0.9,1,2,545,4.93,5,5,5,5,4.85,4.77,2,1125,0.17
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,360,5,5,5,5,5,4,5,1,1125,0.01
within an hour,f,f,Entire rental unit,Entire home/apt,t,0.98,0.94,5,1940,4.74,4.7,4.83,4.91,4.8,4.96,4.67,2,1125,0.53
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.68,2,726,4.55,4.78,4.65,4.95,4.93,4.93,4.58,1,1125,0.92
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,5446,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a few hours,t,t,Entire condo,Entire home/apt,f,1,1,2,772,4.84,4.81,4.79,4.96,4.95,4.71,4.83,1,1125,1.26
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,8,1372,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1000,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1130,4.81,4.81,4.94,4.89,4.87,4.7,4.81,1,1125,0.61
within a day,f,t,Private room in rental unit,Private room,f,0.8,0.67,2,400,4.5,5,5,4,4.5,4.5,5,1,1124,0.02
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1011,4.83,4.9,4.91,4.96,4.93,4.77,4.8,3,1125,1.77
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.89,2,500,4.67,4.67,4.67,5,5,4.33,4.33,1,180,0.31
within a day,f,t,Private room in rental unit,Private room,f,1,0.43,1,375,4.73,5,4.91,5,5,4.91,5,2,5,0.13
Desconocido,f,f,Private room in loft,Private room,f,0.9,0.9,1,908,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,10,1.1
within a day,t,t,Private room in rental unit,Private room,t,0.7,0.91,2,800,4.93,5,4.79,4.86,4.93,5,4.93,2,1125,1.58
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,3,1200,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,0.71,0.86,6,5247,4.85,4.89,4.96,5,4.96,4.85,5,3,1125,0.3
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.88,2,729,4.82,4.86,4.91,4.95,4.95,4.95,4.77,1,1125,0.24
within a day,f,t,Entire townhouse,Entire home/apt,f,1,0.8,4,1312,4.92,4.91,4.91,4.98,5,5,4.88,2,1125,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.73,2,950,4.96,4.88,5,5,5,5,4.81,1,90,0.27
Desconocido,f,t,Entire loft,Entire home/apt,t,0.9,0.9,4,928,4.8,4.86,4.89,4.92,4.91,4.91,4.8,2,1125,3.82
within an hour,t,t,Entire loft,Entire home/apt,t,1,0.98,8,1809,4.9,4.93,4.92,4.99,4.96,4.98,4.88,2,1125,2.75
Desconocido,f,t,Private room in condo,Private room,f,0.9,0,1,707,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,t,t,Room in boutique hotel,Private room,t,1,1,2,2600,4.81,4.86,4.82,4.95,4.86,4.93,4.73,1,365,0.78
Desconocido,t,t,Entire loft,Entire home/apt,f,0.9,1,2,635,4.86,4.87,4.86,4.98,4.98,4.97,4.88,3,1125,1.17
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,1,2,1172,4.83,4.78,4.87,4.91,4.82,4.95,4.82,1,1125,0.27
within a day,f,t,Entire loft,Entire home/apt,f,1,0.25,2,500,4,4.2,4,5,5,4.2,3.8,1,1125,0.15
a few days or more,f,f,Private room in home,Private room,f,0,0,2,600,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
a few days or more,f,f,Private room in home,Private room,f,0,0.9,1,363,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,29,1.1
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.7,2,2542,4.82,4.73,4.91,5,4.73,4.91,4.64,2,1125,0.12
within an hour,t,t,Entire loft,Entire home/apt,t,1,1,2,1236,4.88,4.92,4.9,4.98,4.92,4.74,4.86,3,1125,0.53
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,944,4.9,4.94,4.97,4.95,4.94,4.99,4.85,3,365,4.21
within a few hours,f,t,Private room in rental unit,Private room,f,1,0.87,2,395,4.69,4.76,4.86,4.88,4.84,4.91,4.75,1,5,4
