host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,f,t,Entire loft,Entire home/apt,t,0.99,1,3,636,4.61,4.86,4.86,4.8,4.8,4.77,4.7,1,1125,1.44
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,2293,4.33,4.33,4.33,4.33,4,4.33,4.17,1,1125,0.21
within a day,f,t,Entire rental unit,Entire home/apt,f,0.9,0.91,2,1009,4.57,4.79,4.71,4.79,5,4.93,4.64,2,1125,0.49
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,2438,5,4,5,5,5,5,5,1,1125,0.03
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,1,2,1054,4.97,5,4.99,4.94,4.97,4.92,4.93,2,1125,2.37
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,2438,4.9,5,4.9,5,5,5,5,1,1125,0.33
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,2438,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
a few days or more,f,t,Private room in guest suite,Private room,t,0,0.8,2,1644,5,5,5,5,5,5,4,1,1125,0.03
within a day,f,t,Entire rental unit,Entire home/apt,t,0.7,0.98,2,2643,4.3,4.8,4.1,4.9,4.9,4.9,4.2,1,1125,0.32
within a day,f,t,Entire rental unit,Entire home/apt,t,0.7,0.98,2,2343,4.79,4.79,4.58,4.95,4.53,5,4.74,1,1125,0.62
a few days or more,f,t,Private room in guest suite,Private room,t,0,0.8,2,1644,5,5,4.67,5,4.67,5,5,1,1125,0.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1195,4.47,4.67,4.53,4.8,4.73,4.47,4.47,1,60,0.54
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1195,4.5,4.58,4.67,4.92,5,4.5,4.5,1,60,0.62
within a day,f,t,Entire rental unit,Entire home/apt,t,0.7,0.98,2,1400,4.32,4.64,4.55,4.82,4.36,4.86,4.32,1,1125,0.72
within a day,f,t,Entire rental unit,Entire home/apt,t,0.7,0.98,2,2043,4.33,4.39,4.47,4.67,4.31,4.94,4.39,1,1125,1.17
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,697,4.86,4.97,4.86,4.86,4.94,4.89,4.75,1,365,1.1
within a day,f,t,Entire rental unit,Entire home/apt,t,0.7,0.98,2,1400,4.67,4.67,4.67,5,4.5,5,4.67,1,1125,0.19
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1884,4.79,4.8,4.84,4.76,4.84,4.92,4.8,2,1125,3.44
within an hour,f,t,Private room in home,Private room,t,1,0.95,1,320,4.67,4.5,4.33,5,4.83,4.67,4.33,3,1125,0.43
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1832,4.82,4.83,4.88,4.88,4.92,4.97,4.8,2,1125,2.35
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1195,4.52,4.81,4.81,4.95,4.9,4.76,4.48,1,60,0.69
within a day,f,t,Private room in home,Private room,f,0.86,0.71,1,299,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1300,4.11,4.33,4.33,4.78,4.44,4.78,4.22,1,60,0.32
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,0.99,2,635,4.61,4.71,4.71,4.9,4.8,4.94,4.64,1,1125,1.1
within a day,f,t,Private room in home,Private room,f,0.86,0.71,2,299,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,1400,4.88,4.94,4.76,5,5,5,4.88,1,1125,1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,4,1500,4.4,4.53,4.4,4.7,4.33,4.8,4.43,1,60,1.08
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,950,4.79,4.75,4.67,4.79,4.79,4.92,4.71,1,60,0.79
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1400,4.43,4.58,4.63,4.5,4.63,4.75,4.4,1,1125,1.57
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1100,4.75,4.79,4.57,4.96,4.86,4.89,4.68,1,90,0.92
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,950,4.78,4.78,4.83,4.69,4.69,4.94,4.81,1,60,1.29
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,6,1637,4.83,4.94,4.79,4.98,4.94,4.83,4.85,2,31,1.56
within an hour,t,t,Entire loft,Entire home/apt,f,1,0.95,2,900,5,5,4.95,5,5,5,5,2,15,2.52
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,4,800,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,30,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1100,4.82,4.82,4.76,4.71,4.82,4.88,4.65,1,60,0.58
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.89,4,973,4.75,4.75,4.25,5,4.75,5,4.25,2,1125,0.16
within an hour,f,t,Private room in casa particular,Private room,t,1,1,2,600,4.79,4.74,4.89,4.89,4.74,4.84,4.89,1,1125,0.62
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1100,4.57,4.57,4.79,4.29,4.36,4.64,4.5,1,60,0.5
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.94,2,1100,4.84,4.76,4.88,4.8,4.64,4.92,4.8,1,60,0.89
within a day,f,t,Entire rental unit,Entire home/apt,t,0.5,0.9,4,1006,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within a day,f,t,Private room in home,Private room,f,0.86,0.71,2,299,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,1199,4.85,4.88,4.9,4.96,4.94,4.8,4.81,1,1125,3.86
Desconocido,f,f,Private room in cottage,Private room,t,0.9,1,1,300,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,0.96,2,792,4.73,4.86,4.91,4.9,4.84,4.94,4.79,1,1125,4.21
within an hour,f,t,Private room in guest suite,Private room,f,0.98,0.96,2,792,4.73,4.86,4.95,5,4.86,4.95,4.73,1,1125,0.74
within an hour,f,t,Private room in guest suite,Private room,f,0.98,0.96,2,792,4.78,4.78,4.78,4.89,4.89,4.78,4.67,1,1125,0.3
within an hour,f,t,Private room in guest suite,Private room,f,0.98,0.96,2,792,4.65,4.94,4.82,5,4.94,4.94,4.82,1,1125,0.6
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1050,4.84,4.95,4.9,4.9,4.87,4.98,4.9,1,1125,1.1
within an hour,f,t,Private room in home,Private room,f,0.97,0.99,2,323,4.61,4.65,4.53,4.8,4.73,4.92,4.53,2,365,1.62
within an hour,f,t,Private room in home,Private room,f,0.97,0.99,2,330,4.8,4.9,4.6,5,4.9,5,4.7,2,28,0.33
within an hour,f,t,Private room in guest suite,Private room,f,0.97,0.99,2,297,4.18,4.45,4.36,4.27,4.36,4.73,4.36,2,30,0.36
within an hour,f,t,Private room in home,Private room,f,0.97,0.99,2,377,4,4,4.5,5,3.5,5,5,2,31,0.21
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.95,1,2,1600,4.91,4.83,5,4.74,4.87,4.96,4.91,1,1125,1.01
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,6,2352,4.94,4.89,4.94,4.89,4.97,4.97,4.86,3,365,1.42
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.67,2,264,5,4.67,5,5,5,5,5,3,1125,0.2
within an hour,f,t,Private room in home,Private room,f,0.97,0.99,2,367,4.78,4.78,4.67,4.89,4.89,4.89,4.78,2,30,0.3
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0,0.9,4,18107,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,90,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,2,1230,4.56,4.8,4.77,4.95,4.64,4.95,4.61,1,1125,2.05
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.83,1,2,1946,4.63,4.65,4.65,4.89,4.63,4.87,4.65,1,1125,1.77
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,3,2500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,28,1.1
within an hour,f,t,Private room in condo,Private room,f,1,0.89,1,514,4.58,4.79,4.68,4.84,4.68,5,4.63,2,30,0.84
within an hour,f,t,Private room in home,Private room,f,1,1,3,504,4.79,4.86,4.8,4.96,4.87,4.96,4.82,1,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,6,2984,4.93,4.96,4.89,4.96,4.9,4.89,4.87,2,90,2.75
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.83,1,2,1946,4.53,4.71,4.56,5,4.67,4.98,4.49,1,1125,1.47
within an hour,f,f,Private room in home,Private room,t,1,0.91,2,536,4.45,4.55,4.58,4.71,4.73,4.76,4.56,1,1125,2.13
within an hour,f,t,Private room in guest suite,Private room,f,1,0.67,3,550,4.5,5,4.5,5,5,5,4.5,3,1125,0.09
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,390,5,5,5,5,5,5,5,1,30,0.07
within an hour,f,t,Room in boutique hotel,Private room,f,1,0.99,2,1628,4.66,4.71,4.69,4.66,4.71,4.63,4.57,1,60,1.21
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1854,4.78,4.8,4.68,4.74,4.83,4.99,4.8,2,1125,2.27
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.4,6,1300,5,5,4.5,5,5,5,4.5,2,1125,0.07
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,4,2500,5,5,5,5,5,5,5,2,1125,0.07
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,2,1036,4.77,4.91,4.8,4.94,4.97,4.94,4.71,2,1125,1.22
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1171,4.56,4.68,4.68,4.92,4.92,4.88,4.4,1,1125,1.38
within a day,f,f,Entire condo,Entire home/apt,f,1,0.75,4,1200,4.5,4.75,5,5,5,5,4.75,3,1125,0.15
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1518,4.83,4.94,4.61,4.89,4.94,4.94,4.83,2,1125,0.62
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.99,4,1014,4.93,4.94,4.83,4.94,4.95,4.89,4.91,2,1125,4.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,2,1000,4.5,4.5,4.44,4.88,4.69,4.88,4.56,1,1125,0.53
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.79,3,900,4.56,4.7,4.48,4.93,4.85,4.89,4.63,3,28,0.92
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.97,3,1771,5,4.92,4.92,5,5,5,4.85,1,60,0.6
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,2,390,4.68,4.77,4.68,4.85,4.72,4.94,4.72,2,1125,1.55
within an hour,t,t,Private room in condo,Private room,f,1,1,4,453,4.8,4.8,4.6,5,4.8,4.8,4.8,1,30,0.33
within an hour,f,t,Private room in home,Private room,f,1,1,4,635,4.82,4.84,4.59,4.91,4.8,4.95,4.8,2,92,1.52
within a day,f,t,Private room in home,Private room,f,0.86,0.71,10,900,5,5,5,5,5,5,5,1,365,0.12
within a day,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1389,4.38,4.25,4.88,4.63,4.25,4.88,4.25,3,60,0.27
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.96,6,2390,4.99,4.97,4.94,5,5,4.94,4.87,2,1125,3.25
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1625,4.78,4.86,4.73,4.85,4.9,4.8,4.74,1,1125,1.1
within an hour,t,t,Private room in condo,Private room,f,1,1,2,390,5,4.91,4.91,5,5,5,5,1,1125,0.4
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1411,5,5,5,5,5,5,5,2,1000,1
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.99,0.99,2,1699,4.65,4.82,4.72,4.79,4.8,4.88,4.67,1,365,3.7
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,1,522,4.89,4.78,5,5,5,4.89,5,1,28,0.34
within an hour,f,t,Private room in casa particular,Private room,t,1,1,2,700,4.75,4.95,4.9,4.95,4.85,4.95,4.5,1,1125,0.67
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,3,1348,4.79,4.79,4.66,4.87,5,4.76,4.76,3,90,1.37
Desconocido,f,f,Shared room in rental unit,Shared room,t,0.9,1,2,400,1,1,1,1,1,1,1,1,365,0.2
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,6,1450,4.97,4.85,4.82,4.97,4.97,4.97,4.7,1,1125,1.09
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,470,4.74,4.79,4.84,4.84,4.84,4.58,4.74,2,30,0.63
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1892,4.68,4.83,4.77,4.89,4.87,4.78,4.67,1,1125,1.1
within an hour,f,t,Private room in casa particular,Private room,t,1,1,2,600,4.66,4.63,4.75,4.78,4.84,4.81,4.63,1,1125,1.21
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,16,3719,4.81,4.88,4.6,4.98,4.95,4.95,4.83,1,1125,2.01
within a day,f,t,Private room in condo,Private room,f,1,1,2,900,5,5,5,5,5,5,4.67,2,1125,0.1
Desconocido,f,f,Private room in home,Private room,f,0.9,0.5,1,215,5,5,5,5,5,5,5,1,1125,0.11
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.98,2,2171,4.87,4.97,4.87,4.97,4.93,4.9,4.83,1,90,0.99
within an hour,f,t,Private room in loft,Private room,t,1,1,3,450,4.71,4.85,4.76,4.91,4.91,4.79,4.76,1,1125,1.78
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,3,856,4.77,4.84,4.86,4.84,4.87,4.82,4.74,1,1125,1.1
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,3,870,4.79,4.87,4.91,4.87,4.83,4.82,4.76,1,1125,2.61
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,2,880,4.7,4.87,4.91,4.83,4.9,4.81,4.59,1,1125,2.87
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,5,2282,5,5,5,5,5,5,5,3,1125,0.1
Desconocido,f,f,Entire rental unit,Entire home/apt,t,0.9,0.9,6,300,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,2,1100,4.34,4.66,4.69,4.81,4.59,4.88,4.47,1,1125,1.13
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,4,1225,4.85,4.93,4.96,4.89,4.89,4.93,4.81,1,1125,0.93
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,2,1263,4.71,4.81,4.83,4.91,4.79,4.97,4.68,1,1125,3.26
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,3,850,4.78,4.83,4.88,4.88,4.81,4.84,4.78,1,1125,3.13
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1700,5,5,5,5,5,5,5,2,1125,0.05
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1400,5,5,5,4.8,5,4.8,5,2,40,0.33
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,6,1169,4.18,4.55,4.36,4.73,4.55,4.73,4.36,2,1125,0.38
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,780,4.7,4.74,4.72,4.81,4.59,4.72,4.77,3,1125,3.57
within an hour,f,t,Entire loft,Entire home/apt,t,0.99,1,3,591,4.53,4.7,4.77,4.62,4.67,4.84,4.62,1,365,2.91
within a few hours,t,t,Entire guesthouse,Entire home/apt,t,1,0.93,1,580,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,30,1.1
within an hour,f,t,Private room in home,Private room,t,1,1,3,543,4.68,4.69,4.63,4.85,4.81,4.95,4.67,1,30,1.1
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,3,933,4.85,4.85,4.9,4.92,4.89,4.88,4.74,1,1125,4.03
Desconocido,f,t,Private room in home,Private room,t,0.9,0.9,2,460,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,1,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Entire loft,Entire home/apt,f,0.98,0.94,2,900,4.8,4.9,5,4.9,4.8,4.8,4.8,1,60,0.38
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,906,4.64,4.79,4.83,4.85,4.79,4.79,4.59,1,1125,3.54
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,2586,4.95,4.99,4.95,4.99,4.95,4.99,4.89,3,60,3.37
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,0.91,2,699,5,4.92,5,4.95,4.95,4.77,4.97,1,1125,1.3
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.86,3,339,4.32,4.53,4.32,4.74,4.47,4.58,4.42,2,360,0.63
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,3,786,4.52,4.69,4.66,4.89,4.81,4.9,4.42,1,1125,3.24
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,3,889,4.79,4.85,4.86,4.88,4.88,4.92,4.82,1,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,902,4.86,4.95,4.9,4.86,4.9,4.9,4.76,1,1125,0.7
within a day,f,t,Entire rental unit,Entire home/apt,t,0.5,0,6,1061,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,5,1788,4.92,4.92,5,4.92,4.92,4.92,4.92,2,1000,0.4
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.96,2,850,4.84,5,4.89,5,4.89,4.95,4.89,2,1125,1.44
within an hour,t,t,Private room in home,Private room,f,1,0.97,2,706,4.8,4.89,4.89,4.91,4.98,4.76,4.85,2,4,1.85
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,4,1920,4.72,4.75,4.69,4.81,4.91,4.81,4.75,2,365,1.15
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,1,350,4.84,4.8,4.88,4.78,4.73,4.78,4.84,2,1125,2.77
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,5,1064,4.84,4.96,4.82,4.94,4.96,5,4.88,1,1125,1.67
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,1,350,4.93,5,4.64,5,4.93,5,4.93,2,1125,0.47
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,400,4.57,4.5,4.5,4.57,4.5,4.93,4.5,2,1125,0.5
Desconocido,f,t,Private room in guest suite,Private room,t,0.9,0.9,1,800,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Casa particular,Entire home/apt,f,1,1,4,729,4.5,4.6,4.3,4.6,4.8,4.6,4.2,2,1125,0.37
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1300,4.89,4.93,4.89,4.96,4.99,4.96,4.82,1,1125,1.1
Desconocido,t,t,Entire rental unit,Entire home/apt,f,0.9,0.88,4,1580,4.96,4.96,4.87,4.94,4.96,4.96,4.85,2,30,1.6
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within a day,f,t,Private room in rental unit,Private room,f,0.6,0.4,1,390,5,5,5,5,5,5,5,1,365,0.23
within a day,f,f,Private room in home,Private room,f,0.7,0.67,1,580,4.71,4.64,4.79,4.79,4.79,4.79,4.64,1,1125,0.86
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,450,5,5,5,5,5,5,5,2,1125,0.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,1,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Private room in home,Private room,f,1,0.93,1,550,5,5,4.9,5,5,5,5,2,15,0.34
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.95,6,1500,4.89,4.89,4.89,4.95,5,5,4.95,2,1125,0.65
within a day,f,t,Entire loft,Entire home/apt,f,0.94,0.83,2,1381,5,5,5,5,5,5,5,2,60,1
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,0.9,2,220,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,350,5,5,5,5,5,5,5,2,1125,0.07
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.91,4,906,4.63,4.31,4.56,4.44,4.44,4.63,4.5,2,60,0.56
within an hour,t,t,Private room in rental unit,Private room,f,1,0.91,2,236,4.5,5,4.5,5,4.5,4,4.5,3,1125,0.3
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.95,15,3334,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.98,8,2451,4.8,5,4.6,5,5,5,4.8,1,1125,0.86
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.95,2,901,4.85,4.88,4.77,4.92,4.96,4.88,4.88,2,1125,0.92
within an hour,t,t,Entire home,Entire home/apt,t,1,1,12,5500,4.81,4.84,4.84,4.84,4.86,4.95,4.88,1,1125,1.94
within an hour,f,t,Private room in rental unit,Private room,t,0.8,0.94,2,329,4.83,4.9,4.76,4.93,4.86,4.9,4.9,1,100,0.99
within a few hours,f,f,Entire loft,Entire home/apt,f,0.9,0.77,2,537,4.43,4.69,4.73,4.9,4.61,4.88,4.47,2,365,1.67
within an hour,t,t,Entire home,Entire home/apt,f,1,0.88,6,1581,4.85,4.83,4.92,4.92,5,4.85,4.92,2,30,1.78
within a day,f,t,Entire serviced apartment,Entire home/apt,f,0.7,0.75,2,900,4.71,4.71,4.86,5,5,4.86,4.86,1,1125,0.31
within a day,f,t,Entire home,Entire home/apt,f,0.8,1,4,850,4.83,4.79,4.86,5,4.79,4.83,4.86,1,1125,1.03
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.93,3,1535,5,5,5,5,4.94,5,4.94,2,1125,0.57
within an hour,f,t,Private room in guest suite,Private room,t,1,0.98,1,400,4.13,4,4.38,5,4.75,5,4.63,1,1125,0.62
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.93,2,1144,4.82,4.95,4.82,4.95,4.97,4.95,4.95,3,1125,1.3
within an hour,f,t,Entire home,Entire home/apt,f,1,1,4,1200,4.68,4.71,4.74,4.79,4.76,4.47,4.65,2,365,1.17
Desconocido,f,f,Private room in tiny home,Private room,f,0.9,0.9,2,5500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,5,2211,4.9,4.92,4.81,4.85,4.98,4.96,4.73,2,1125,1.61
within an hour,f,t,Private room in home,Private room,t,0.98,1,2,649,4.8,4.92,4.86,4.75,4.62,4.91,4.82,1,1125,2.71
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,780,4.78,4.92,4.85,4.83,4.88,4.74,4.8,1,1125,3.7
within an hour,f,t,Private room in home,Private room,t,0.98,1,2,549,4.62,4.72,4.56,4.69,4.72,4.85,4.59,1,1125,1.37
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,250,1,1,1,1,1,1,1,3,30,0.03
within an hour,f,t,Private room in home,Private room,t,0.98,1,2,549,4.74,4.85,4.8,4.78,4.67,4.89,4.76,1,1125,1.57
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.9,5,650,4.4,4.8,4.4,4.4,4.4,5,4.6,1,1125,0.18
within a day,f,t,Entire guest suite,Entire home/apt,f,0.79,0.94,4,420,4.55,4.64,4.55,4.82,4.73,4.45,4.61,2,30,1.12
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,2,1351,4.77,4.85,4.88,4.88,4.92,4.64,4.77,1,15,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,3,730,4.79,4.88,4.95,4.82,4.88,5,4.79,1,1125,1.96
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,2,450,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
Desconocido,f,t,Private room in loft,Private room,f,0.9,0,1,450,5,5,4,5,5,5,5,2,1125,0.03
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,4,3540,4.9,4.95,4.8,5,5,5,4.9,3,365,0.66
within an hour,f,f,Entire rental unit,Entire home/apt,t,1,1,6,1459,4.77,4.96,4.77,4.92,4.96,5,4.83,1,1125,1.78
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,3,3143,5,4.99,4.98,5,5,4.98,4.94,1,1125,3.74
within an hour,t,t,Private room in home,Private room,t,1,1,2,206,4.68,4.7,4.78,4.59,4.73,4.46,4.78,1,1125,1.28
within an hour,f,t,Private room in casa particular,Private room,t,1,1,2,600,5,5,5,5,5,5,5,2,15,0.2
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,773,4.74,4.73,4.78,4.85,4.8,4.78,4.74,1,1125,4.18
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,2,1265,4.88,4.94,4.91,4.98,4.98,4.83,4.86,2,30,1.1
within a day,t,t,Entire serviced apartment,Entire home/apt,f,0.78,0.93,2,2121,5,5,5,5,5,5,5,1,365,0.13
within a day,t,t,Entire rental unit,Entire home/apt,f,0.78,0.93,2,1000,4.73,4.79,4.88,4.64,4.67,5,4.7,2,365,1.12
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,1,5,970,4.82,4.88,4.76,4.92,4.8,4.94,4.8,1,365,1.72
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.97,2,1309,4.97,4.97,4.97,4.97,5,4.94,4.96,1,1125,1.1
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,2,390,4.77,4.84,4.72,4.83,4.84,4.67,4.82,2,1125,1.1
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,1,0.99,4,1127,4.67,4.81,4.85,4.82,4.66,4.96,4.67,2,1125,3.77
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,2,420,4.72,4.8,4.76,4.92,4.86,4.54,4.7,2,1125,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.98,1,2,1399,4.58,4.7,4.66,4.9,4.67,4.93,4.61,1,1125,4.17
