host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,1,357.56,4.88,4.93,4.76,5,4.88,4.68,4.9,28,60,0.81
within a few hours,f,t,Private room in townhouse,Private room,f,1,0.6,2,1008.83,5,5,4.5,5,5,5,5,28,120,0.7
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,3,1072.68,5,5,5,4.67,5,5,4.67,28,1125,0.7
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,0.9,1,574.65,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,4,1072.68,4.67,5,4.67,4,4.67,4.67,4.67,28,1125,0.7
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,472.49,4.89,4.94,4.77,4.89,4.94,4.69,4.77,28,60,0.69
within an hour,f,t,Private room in bungalow,Private room,f,1,0.8,1,1583.48,4.81,4.75,4.72,4.92,4.94,4.58,4.69,28,1125,0.71
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,1,2,1800.57,4.96,4.97,4.98,5,5,4.87,4.82,28,8,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.79,1,498.03,4.74,4.92,4.72,4.97,4.95,4.82,4.67,28,240,0.77
a few days or more,f,t,Entire condo,Entire home/apt,f,0,0,2,1277,4.5,4.33,4.67,5,4.67,4.83,4.33,28,1125,0.7
within a day,f,f,Entire rental unit,Entire home/apt,f,1,0,2,1085.45,4.86,4.97,4.92,4.97,5,4.53,4.86,28,1125,1.16
within a day,f,t,Entire home,Entire home/apt,f,1,0,4,1787.8,5,4.96,5,5,5,5,4.92,28,1125,0.48
within an hour,t,t,Entire home,Entire home/apt,f,1,1,5,1609.02,4.63,4.74,4.67,4.96,4.89,4.89,4.56,28,1125,0.55
within an hour,f,t,Private room in bungalow,Private room,f,1,0.8,1,766.2,4.72,4.85,4.72,4.92,4.87,4.74,4.72,28,1125,0.8
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,1,4,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,1,7,2043.2,4.85,4.93,4.95,5,4.85,4.88,4.8,28,1125,0.8
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,1915.5,5,5,5,5,5,5,5,28,1125,0.7
within an hour,Desconocido,t,Entire condo,Entire home/apt,f,1,0.98,3,3090.34,4.88,5,5,4.88,5,5,4.63,28,1125,0.7
within a day,t,t,Entire rental unit,Entire home/apt,f,1,0.89,2,1149.3,5,5,5,5,5,4.94,5,28,1125,0.34
within an hour,Desconocido,t,Entire condo,Entire home/apt,f,1,0.98,3,3460.67,4.67,4.75,4.58,4.79,4.83,4.96,4.71,28,1125,0.47
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,3,3192.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,60,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,0.9,4,893.9,4.31,4.88,3.94,4.88,5,4.94,4.88,28,30,0.32
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,1213.15,3.75,3.75,3.5,4.75,4.25,4.75,3.25,28,730,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1277,5,5,5,4.95,5,4.89,5,30,58,0.38
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,996.06,4.94,4.87,4.84,4.97,4.9,4.9,4.84,28,60,0.61
within a day,f,t,Entire guest suite,Entire home/apt,f,1,0.25,6,1851.65,4.9,4.92,4.9,4.94,4.98,4.9,4.87,31,1125,1.04
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,2,1532.4,5,5,5,5,5,5,5,28,1125,0.7
within a few hours,f,t,Entire guest suite,Entire home/apt,f,1,0.96,4,1085.45,4.55,4.59,4.48,4.93,4.93,4.69,4.24,28,72,0.59
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,2234.75,5,4.5,5,5,5,5,5,28,1125,0.7
within a few hours,t,t,Private room in home,Private room,f,1,0.97,2,1277,4.86,4.82,4.86,4.93,4.89,4.82,4.89,28,1125,0.56
within an hour,f,t,Entire home,Entire home/apt,f,1,0.75,12,14762.12,4.96,4.99,4.94,5,5,4.99,4.97,28,120,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.71,1,702.35,5,5,5,5,5,5,5,30,180,1
Desconocido,f,t,Shared room in home,Shared room,t,0.9,0.9,3,1915.5,3,3,4,5,5,5,5,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,4,1149.3,4.75,4.88,4.88,4.88,5,4.88,4.67,28,1125,0.49
Desconocido,f,t,Private room in bed and breakfast,Private room,f,0.9,0.9,1,1264.23,4.7,4.8,4.7,4.8,4.9,4.8,4.7,29,365,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,5,3831,4.89,4.74,4.86,4.83,4.98,5,4.91,31,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,1,5,2745.55,4.66,4.76,4.59,4.97,5,4.79,4.79,28,1125,0.58
Desconocido,f,t,Private room in condo,Private room,t,0.9,0.9,2,957.75,4.68,4.75,4.77,4.66,4.84,4.98,4.77,28,1125,0.91
within an hour,f,t,Private room in home,Private room,f,1,1,2,766.2,4.88,5,4.75,5,5,4.75,5,28,1125,0.7
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1596.25,5,5,5,3,5,5,5,28,30,0.7
within an hour,f,t,Private room in home,Private room,f,1,1,2,766.2,5,5,5,5,5,5,5,28,1125,0.7
within an hour,f,t,Private room in home,Private room,f,1,1,2,766.2,4.86,4.86,4.57,4.57,4.71,4.86,4.57,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1149.3,4.84,4.87,4.58,4.9,5,4.97,4.77,28,28,0.62
Desconocido,f,f,Private room in townhouse,Private room,f,0.9,0.9,2,5108,5,5,5,5,4.75,5,5,28,1125,0.7
Desconocido,t,t,Entire rental unit,Entire home/apt,f,0.9,1,2,1277,4.77,4.77,4.95,5,5,4.95,4.82,30,1125,0.44
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,4,2004.89,4.5,5,4,5,5,5,4.5,28,30,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,t,0.9,0.9,3,1136.53,4.57,4.76,4.62,4.86,4.76,4.67,4.48,28,1125,0.42
within an hour,t,t,Private room in home,Private room,f,1,0.97,2,983.29,4.97,4.97,4.98,5,4.98,4.86,4.94,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.97,3,1110.99,4.96,4.98,4.95,5,4.98,4.91,4.86,28,1125,1.13
within a few hours,f,f,Private room in home,Private room,f,0.86,0.91,2,1213.15,4.42,4.83,4.83,4.58,4.08,4.75,4.17,28,1125,0.24
Desconocido,f,t,Private room in home,Private room,t,0.9,0.9,2,574.65,4.86,5,5,5,5,4.71,4.86,28,1125,0.7
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,5,1353.62,5,5,4.5,5,5,5,4.5,28,1125,0.7
within an hour,t,t,Entire guest suite,Entire home/apt,f,0.9,1,3,1864.42,4.92,4.93,4.79,4.96,4.99,4.95,4.86,28,1125,0.7
within a day,f,t,Entire condo,Entire home/apt,f,0.7,0.19,2,1634.56,4.43,4.57,4.71,4.86,5,5,4.43,28,150,0.7
within an hour,f,t,Private room in home,Private room,f,1,0.73,2,919.44,5,5,5,5,5,5,5,28,365,0.7
within an hour,f,t,Private room in home,Private room,f,1,0.96,1,1110.99,4.6,4.67,4.62,4.87,4.77,4.63,4.52,28,120,0.7
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,0.9,1,3639.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,1,434.18,4,5,2.8,4.8,4.6,4.8,4.2,28,32,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,6,1647.33,4.43,4.67,4.55,4.76,4.76,4.55,4.47,28,1125,1.01
within a few hours,t,t,Private room in home,Private room,f,1,1,4,2541.23,4.99,4.99,5,4.99,5,5,4.95,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.98,6,3511.75,4.97,4.97,4.9,5,4.97,4.94,4.94,28,365,0.62
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1404.7,4.93,4.95,4.91,4.95,5,4.95,4.82,28,60,0.87
within an hour,Desconocido,t,Entire home,Entire home/apt,f,1,0.75,4,766.2,4.8,5,4.8,5,5,4.7,4.7,28,1125,0.21
within a few hours,t,t,Entire townhouse,Entire home/apt,f,1,0.53,5,1877.19,4.79,4.93,4.82,4.96,4.93,5,4.68,28,180,0.56
within a few hours,t,t,Entire guest suite,Entire home/apt,f,1,0.82,3,766.2,5,5,5,5,5,5,4.94,30,180,0.34
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,2924.33,4.78,4.86,4.91,4.92,4.96,4.82,4.63,28,1125,0.7
Desconocido,f,f,Entire loft,Entire home/apt,f,0.9,0.9,5,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.98,2,1174.84,4.9,4.92,4.86,4.97,4.96,4.89,4.87,28,21,0.7
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,1021.6,4.92,4.92,4.92,4.92,5,4.92,5,28,1125,0.26
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,0.9,2,1021.6,4.5,4.67,4.92,5,5,4.92,4.92,28,1125,0.26
within an hour,f,t,Private room in rental unit,Private room,t,0.98,1,6,2400.76,4.73,4.82,4.65,4.9,4.89,4.78,4.74,28,28,0.7
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.73,2,881.13,5,5,4.94,5,5,4.94,4.83,29,1125,0.36
within an hour,f,t,Entire home,Entire home/apt,t,1,1,4,2158.13,4.92,4.92,4.96,4.88,5,4.92,4.88,28,28,0.49
within an hour,t,t,Private room in rental unit,Private room,f,1,0.8,2,932.21,4.89,4.85,4.85,4.81,4.87,4.89,4.83,28,60,0.93
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,364,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,4,2017.66,5,5,4.96,5,4.93,4.85,4.93,28,28,0.54
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,1915.5,4.85,4.93,4.78,4.94,4.91,4.8,4.8,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,2,574.65,4.5,4.6,4.2,4.6,4.6,4.5,4.5,30,90,0.22
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1021.6,4.8,4.8,4.9,5,4.9,4.9,4.9,28,1125,0.22
a few days or more,f,f,Entire rental unit,Entire home/apt,f,0.1,0,2,702.35,4.86,4.79,4.64,5,4.93,4.79,4.93,28,1125,0.29
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,2,2541.23,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1404.7,5,4.92,5,4.77,5,4.92,4.77,29,365,0.26
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,5,2107.05,5,5,4.75,4.75,5,5,5,30,60,0.7
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1915.5,5,5,5,5,5,5,5,28,60,0.7
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,0.97,0.89,2,1787.8,4.7,4.8,4.7,4.8,4.9,4.8,4.7,31,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,0.95,1,3,3562.83,4.79,4.81,4.9,4.81,4.87,4.97,4.71,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,1,12,14749.35,4.94,4.94,4.85,4.96,4.96,4.83,4.72,28,27,1.08
within an hour,t,t,Private room in townhouse,Private room,f,1,1,1,1034.37,4.93,4.93,5,4.9,4.97,4.97,4.9,28,14,0.6
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,3,2554,4.74,4.89,4.8,4.74,4.86,4.97,4.63,28,1125,0.71
within an hour,t,t,Private room in home,Private room,f,1,0.99,2,1187.61,4.89,4.89,4.75,4.97,4.98,4.72,4.85,28,7,0.7
within a few hours,t,t,Entire home,Entire home/apt,f,1,0.89,5,5248.47,4.94,4.97,4.82,5,4.97,5,4.79,28,120,0.71
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,1,2,830.05,1,1,1,1,1,1,1,28,30,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,1877.19,4.85,4.85,4.74,4.85,4.93,4.95,4.82,28,28,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,3,2298.6,4,4,3.5,4.5,4,5,4.5,28,1125,0.7
within a few hours,t,t,Private room in home,Private room,t,1,1,1,919.44,4,4,3.5,5,5,4.5,3.5,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.96,4,1098.22,4.25,5,4.25,5,5,4.75,4.5,28,1125,0.33
Desconocido,Desconocido,t,Entire condo,Entire home/apt,f,0.9,0.9,2,3831,4.84,4.86,4.83,4.83,4.9,4.9,4.78,28,180,0.7
within a few hours,t,t,Private room in home,Private room,t,1,1,1,881.13,4,4,4,4,4,4,4,28,1125,0.7
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.92,2,1443.01,4.86,4.9,4.97,4.97,5,4.93,4.86,28,100,0.64
Desconocido,f,f,Entire rental unit,Entire home/apt,t,0.9,0.9,2,1532.4,5,5,5,4.5,5,5,5,28,1000,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,2,893.9,4.86,5,5,4.86,5,4.57,4.86,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.85,4,8479.28,4.97,4.95,4.95,4.9,4.97,5,4.8,28,28,0.7
Desconocido,f,f,Entire guest suite,Entire home/apt,f,0.9,0.9,1,868.36,4.7,4.75,4.95,4.9,5,5,4.75,28,270,0.41
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,1915.5,4.6,4.95,4.55,5,4.9,4.8,4.75,28,180,0.42
within a few hours,t,t,Private room in home,Private room,f,1,0.9,2,1826.11,4.98,4.98,5,4.98,4.98,4.88,4.97,28,28,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.9,2,1902.73,5,5,5,5,5,5,5,28,1125,0.7
within a day,f,f,Private room in home,Private room,f,1,0.9,2,1174.84,5,5,5,5,5,5,5,28,87,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,2809.4,4.86,4.93,4.93,4.87,4.93,4.83,4.82,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1059.91,5,5,5,5,5,5,4,28,1125,0.7
within a few hours,t,t,Entire guest suite,Entire home/apt,f,1,0.29,2,957.75,5,5,5,5,5,5,5,30,365,0.7
within a few hours,t,t,Private room in home,Private room,f,1,0.9,2,1851.65,4.98,4.98,5,4.99,4.97,4.92,4.97,28,28,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,4,1902.73,4.93,5,4.93,5,5,4.86,4.9,28,300,0.58
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,1,4,3000.95,4.95,4.97,4.91,4.99,4.99,4.98,4.91,28,60,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,10,10854.5,4.87,4.9,4.82,4.92,4.92,4.92,4.75,28,28,0.7
within a few hours,t,t,Entire guest suite,Entire home/apt,f,1,0.94,3,2643.39,5,5,5,5,5,5,4.86,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1213.15,5,5,5,5,5,4.8,5,28,90,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,8,2541.23,4.53,4.59,4.12,4.82,5,4.88,4.47,28,180,0.34
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.5,4,1851.65,4.87,4.96,4.99,4.96,4.94,4.89,4.81,28,1125,0.7
Desconocido,f,f,Shared room in home,Shared room,f,0.9,0.9,1,957.75,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Private room in condo,Private room,f,0.9,0.9,2,1264.23,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,1,485.26,5,5,5,5,5,4.75,4.75,28,1125,0.7
within a day,f,t,Entire condo,Entire home/apt,f,0.5,0,2,1915.5,4,5,4,5,5,5,4,28,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,549.11,5,5,5,5,5,5,5,28,30,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,1,10,11569.62,4.9,4.9,4.52,5,4.95,4.95,4.76,28,31,0.43
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,4929.22,5,5,4,5,5,5,5,30,90,0.7
within an hour,f,t,Private room in home,Private room,f,1,0.92,2,753.43,4.89,4.83,4.83,4.92,4.89,4.81,4.78,28,180,0.73
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,830.05,4.87,4.96,4.91,5,4.91,4.78,4.96,28,1125,0.49
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.92,4,3997.01,4.93,4.87,4.94,4.85,4.94,4.96,4.8,28,1125,1.12
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.63,3,1021.6,4.64,4.8,4.75,4.98,4.98,4.75,4.77,28,365,0.89
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1596.25,4.86,5,4.86,5,5,5,4.86,28,1125,0.7
within an hour,t,t,Private room in condo,Private room,f,1,0.96,1,1506.86,4.97,4.98,4.97,4.99,4.98,4.97,4.9,28,40,0.7
Desconocido,f,f,Entire villa,Entire home/apt,f,0.9,0.9,6,3767.15,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,3,2668.93,4.33,4.67,4.67,5,5,4.33,3.67,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,1,498.03,5,5,4.75,5,5,5,4.75,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,3,766.2,5,5,4,5,5,5,5,28,30,0.7
Desconocido,f,t,Private room in townhouse,Private room,f,0.9,0.9,2,2017.66,5,5,5,5,4.91,4.91,4.91,28,1125,0.26
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.98,6,4150.25,4.89,4.95,4.73,5,5,4.93,4.84,28,30,0.89
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,1,2554,5,5,5,5,5,5,5,28,59,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,3320.2,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,2,753.43,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,5095.23,4.7,4.8,4.7,4.8,4.9,4.8,4.7,29,1125,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,1,536.34,4.5,4.13,4.25,4.38,4.63,4.75,4.38,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,1915.5,4.85,4.89,4.67,4.89,4.81,4.93,4.93,28,1125,0.55
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,2,2873.25,4.79,4.87,4.84,4.87,4.82,4.97,4.74,28,1125,0.78
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,3,3090.34,4.9,4.8,5,4.5,4.8,5,4.9,28,45,0.21
within an hour,f,t,Shared room in rental unit,Shared room,f,1,0.67,1,625.73,4.9,5,4.8,5,5,4.8,4.6,28,30,0.2
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.94,4,5810.35,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,2,1596.25,5,5,5,5,5,5,4.67,28,1125,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.9,4,1660.1,4.84,4.9,4.73,4.8,4.98,5,4.86,28,365,0.99
within an hour,f,t,Private room in rental unit,Private room,f,1,1,1,612.96,5,5,5,5,5,5,4.86,31,365,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.6,2,1723.95,4.87,4.82,4.84,4.53,4.89,5,4.79,31,360,0.77
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.92,6,1596.25,5,5,4.97,5,5,4.91,4.89,30,183,0.72
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,1,4,1328.08,4.88,4.84,4.92,4.96,5,4.68,4.76,28,28,0.52
within a few hours,t,t,Entire home,Entire home/apt,t,1,1,2,2809.4,4.83,4.83,4.85,4.83,4.9,4.81,4.77,28,27,0.7
a few days or more,f,t,Private room in bungalow,Private room,f,0,0,1,383.1,5,5,5,5,5,4.75,5,28,1125,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.98,3,12386.9,4.9,4.98,4.89,4.95,4.99,4.93,4.89,30,30,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1621.79,0,4.8,4.7,4.8,4.9,4.8,4.7,28,186,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,3,2528.46,4.83,4.89,4.78,4.91,4.93,4.91,4.69,28,200,0.7
within a few hours,f,t,Entire townhouse,Entire home/apt,f,1,1,2,1187.61,4.71,5,4.65,4.94,4.94,4.94,4.65,31,1125,0.34
Desconocido,t,t,Entire condo,Entire home/apt,f,0.9,1,3,1851.65,4.59,4.67,4.56,4.82,4.64,4.9,4.46,28,180,0.78
Desconocido,f,f,Private room in townhouse,Private room,f,0.9,0,1,12770,5,5,4.5,5,5,5,5,28,31,0.7
within an hour,t,t,Private room in condo,Private room,t,1,0.98,2,1110.99,4.89,4.89,4.95,4.79,4.86,4.95,4.88,28,28,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,2,2541.23,5,5,5,5,5,4.75,5,28,1125,0.7
within an hour,f,t,Private room in rental unit,Private room,f,1,1,2,842.82,4.56,4.67,4.78,4.89,4.89,4.56,4.11,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1047.14,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,3,8939,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
within a day,t,t,Entire home,Entire home/apt,f,1,1,6,4903.68,4.97,4.93,4.96,4.98,5,4.9,4.9,28,1125,0.7
within an hour,f,t,Private room in villa,Private room,f,1,0.87,2,1021.6,4.75,4.84,4.67,4.98,4.86,4.84,4.81,28,90,1.17
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,4,1979.35,4.67,4.67,4.89,4.78,4.78,4.67,4.44,28,1125,0.7
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,1,702.35,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,5,1596.25,4.92,5,4.92,4.88,4.96,5,4.9,28,30,1.03
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,1,702.35,5,5,5,5,5,5,5,28,30,0.7
Desconocido,f,f,Private room in home,Private room,t,0.9,0.9,1,702.35,5,5,5,5,5,5,5,28,30,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.8,3,2962.64,4.88,4.88,5,5,5,5,4.75,28,200,0.34
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1404.7,5,5,4.67,5,5,5,4.67,28,1125,0.7
Desconocido,t,t,Entire condo,Entire home/apt,f,0.9,0.99,4,4431.19,4.95,4.96,4.92,4.93,4.99,5,4.88,28,25,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,574.65,1,2,1,2,1,4,1,28,50,0.7
Desconocido,f,t,Entire condo,Entire home/apt,t,0.9,0.9,2,957.75,4.68,4.8,4.8,4.8,5,5,4.88,28,1125,0.54
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0,4,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,75,0.7
Desconocido,t,t,Entire home,Entire home/apt,f,0.9,1,1,893.9,4.89,5,4.95,4.95,5,4.89,4.79,28,30,0.4
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1723.95,4.99,4.97,4.98,5,5,4.92,4.96,28,5,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.97,6,7278.9,4.99,4.98,4.98,4.94,4.99,5,4.92,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2554,4.69,4.69,4.69,4.85,4.75,4.9,4.69,30,365,1.05
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,1660.1,5,5,5,5,5,5,5,28,1125,0.7
a few days or more,f,f,Private room in townhouse,Private room,t,0,1,1,383.1,4.85,4.95,4.8,4.95,5,4.8,4.9,30,1125,0.41
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,1,893.9,5,5,4.75,5,5,5,5,28,1125,0.32
Desconocido,f,f,Entire condo,Entire home/apt,f,0.9,0.9,2,4852.6,0,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,1,2681.7,5,5,5,5,5,5,5,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,1,8,3831,5,4.89,4.89,5,4.89,4.78,4.67,28,1000,0.19
within a few hours,f,t,Entire condo,Entire home/apt,f,0.88,0.89,6,5108,5,5,5,5,5,5,5,28,500,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.8,0.99,4,1277,4.73,4.73,4.82,4.64,4.77,4.95,4.86,28,365,0.45
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,830.05,4.57,4.75,4.46,4.82,4.86,4.64,4.61,28,365,0.57
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.38,5,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,t,0.9,0.9,1,1941.04,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,3,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,31,0.7
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,6,3831,4,4,5,5,4.5,5,4.5,28,1125,0.7
Desconocido,t,t,Entire home,Entire home/apt,t,0.9,1,1,638.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
