host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,f,t,Private room in home,Private room,f,1,0.99,2,1979.35,4.85,4.78,4.6,4.89,4.93,4.94,4.85,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,3831,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,2592.31,4.55,4.68,4.34,4.88,4.88,4.86,4.49,28,90,0.7
within an hour,f,t,Private room in rental unit,Private room,f,0.93,0.87,4,1647.33,4.73,4.82,4.73,5,5,4.91,4.55,28,1125,0.7
within an hour,f,t,Private room in rental unit,Private room,f,0.93,0.87,2,1379.16,4.43,4.57,4.3,4.78,4.83,4.74,4,28,1125,0.2
within an hour,f,t,Entire home,Entire home/apt,f,1,0.86,6,7061.81,4.76,4.75,4.69,4.88,4.8,4.88,4.73,28,365,0.47
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.93,0.87,5,2949.87,4.5,4.58,4.39,4.78,4.69,4.69,4.33,28,1125,0.56
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.93,0.87,6,3128.65,4.71,4.74,4.67,4.95,4.91,4.85,4.67,28,1125,0.55
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,3,2643.39,4.8,4.6,4.9,4.9,4.7,4.9,4.5,28,60,0.7
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.95,4,2158.13,4.54,4.76,4.55,4.46,4.78,4.96,4.67,28,60,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.67,6,3741.61,5,4.92,5,5,5,4.96,4.96,28,30,0.21
within an hour,f,t,Private room in rental unit,Private room,f,1,0.67,2,1404.7,4.98,4.96,4.81,4.94,4.96,4.88,4.91,28,180,0.48
within an hour,f,t,Entire condo,Entire home/apt,f,1,0,3,1187.61,5,5,5,5,5,5,5,28,180,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,0,2,1187.61,4.6,4.55,4.45,4.83,4.93,4.7,4.51,28,1125,0.51
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,1,523.57,4.88,4.87,4.83,4.95,4.94,4.7,4.86,28,28,1.1
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,944.98,4.74,4.87,4.64,4.74,4.9,4.95,4.87,28,1125,0.35
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.59,6,1902.73,4.52,4.64,4.6,4.92,4.84,4.6,4.32,28,1125,0.24
within a day,f,t,Entire home,Entire home/apt,f,1,0,6,2387.99,4.82,4.95,4.86,5,5,4.64,4.77,28,1125,0.7
within an hour,t,t,Private room in rental unit,Private room,f,0.96,0.79,2,1366.39,4.76,4.76,4.74,4.68,4.84,4.87,4.7,28,120,0.7
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,2,5912.51,4.29,4.25,3.63,5,4.75,4.25,4.25,28,1125,0.7
within a few hours,t,t,Entire condo,Entire home/apt,f,0.92,0.7,3,2822.17,4.81,4.9,4.49,4.73,4.91,4.95,4.57,28,8,0.96
within an hour,t,t,Entire home,Entire home/apt,f,1,0.61,5,2822.17,5,4.95,4.74,4.95,5,4.95,4.95,28,120,0.7
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,4,881.13,4.85,4.83,4.96,4.97,4.92,4.76,4.87,30,60,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.59,2,1123.76,4.84,4.95,4.79,5,5,4.89,4.58,28,1125,0.7
within a day,t,t,Private room in condo,Private room,f,0.5,0.77,2,1277,4.74,4.91,4.35,4.88,4.93,4.86,4.86,28,1125,0.41
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,1277,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,180,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,2,1213.15,4.94,4.89,4.94,4.94,4.98,4.97,4.94,28,365,0.79
within a few hours,t,t,Private room in home,Private room,f,1,0.95,2,1021.6,4.97,4.97,4.99,5,4.98,4.94,4.98,28,10,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.94,10,10394.78,4.94,4.9,4.93,4.96,4.94,5,4.81,28,28,0.7
within a few hours,f,f,Private room in home,Private room,f,1,0.9,1,957.75,4.86,4.86,4.76,4.95,5,4.76,4.81,30,30,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,2349.68,5,5,5,5,4.94,4.94,4.94,29,180,0.7
a few days or more,f,t,Entire condo,Entire home/apt,f,0.29,0,2,1864.42,4.4,4.6,3.8,5,5,5,4.2,28,1125,0.7
within a day,t,t,Entire rental unit,Entire home/apt,f,1,0.7,1,1915.5,5,4.83,4.67,5,4.83,4.67,5,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.81,1,753.43,4.95,4.96,4.96,4.95,4.95,4.95,4.86,28,1125,0.38
within an hour,t,t,Private room in condo,Private room,f,1,0.88,1,1110.99,4.94,4.95,4.98,4.98,4.99,4.99,4.93,29,90,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,t,0.9,1,3,1021.6,4.95,4.98,4.98,4.94,4.97,4.74,4.91,28,90,0.7
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,0.75,2,1085.45,4.78,4.9,4.8,5,5,4.3,4.9,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.98,4,3831,4.73,4.89,4.78,4.93,4.91,4.98,4.84,28,1125,0.57
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,2,1340.85,4.17,4.33,4.25,4.83,4.75,5,4.33,28,35,0.7
within a day,f,f,Private room in rental unit,Private room,f,0.71,0.9,2,1953.81,4.89,4.88,4.94,4.91,4.87,4.94,4.91,28,1125,0.7
a few days or more,f,t,Private room in rental unit,Private room,f,0,0,2,1302.54,4.85,4.88,4.66,4.88,5,4.91,4.78,28,365,0.27
within an hour,f,t,Entire home,Entire home/apt,f,1,1,8,6755.33,4.66,4.74,4.63,4.89,4.92,4.91,4.82,28,90,1.02
within an hour,f,t,Private room in home,Private room,f,1,1,3,1085.45,4.76,4.86,4.82,4.93,4.9,4.83,4.77,28,1125,0.7
within an hour,f,f,Entire loft,Entire home/apt,f,1,1,3,2554,4.44,4.56,4.78,4.33,4.78,5,4.44,30,360,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,2809.4,4.63,5,4.36,5,5,4.93,4.57,28,350,0.7
Desconocido,f,f,Entire guest suite,Entire home/apt,f,0.9,0.9,2,766.2,4.78,4.94,4.78,5,5,4.83,4.94,28,180,0.27
within a few hours,f,t,Entire home,Entire home/apt,f,1,0,6,3588.37,4.79,4.57,5,5,5,4.77,4.92,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,1,2,1864.42,4.85,4.89,4.81,4.92,4.93,4.89,4.82,28,1125,0.7
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,1,4,6563.78,4.89,4.91,4.93,4.92,4.93,4.95,4.74,28,120,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,5,2234.75,4.89,4.94,4.78,5,5,5,4.89,28,90,0.21
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1915.5,4.85,4.85,4.62,4.77,5,5,4.77,28,1125,0.7
within a few hours,t,t,Entire home,Entire home/apt,f,0.92,0.59,2,1008.83,4.78,4.84,4.83,4.93,4.94,4.96,4.78,29,365,0.59
within an hour,t,f,Entire condo,Entire home/apt,f,1,0.89,2,2043.2,4.83,4.86,4.77,4.87,4.91,4.88,4.73,28,1125,0.78
within an hour,f,t,Private room in home,Private room,f,1,0.9,2,1889.96,4,4,4,5,5,3.5,3.5,30,1000,0.7
within a few hours,t,t,Entire rental unit,Entire home/apt,t,1,1,2,2554,4.65,4.82,4.63,4.79,4.76,4.88,4.65,28,1124,0.62
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,638.5,5,5,5,5,5,5,5,28,1125,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.88,2,1634.56,4.67,4.7,4.74,4.85,4.78,4.53,4.53,28,1125,0.42
within a day,f,t,Entire rental unit,Entire home/apt,f,0.5,0.5,2,932.21,4.7,4.5,4.7,4.9,5,5,4.7,28,60,0.7
within a day,f,t,Entire loft,Entire home/apt,f,1,0.44,2,2043.2,4.88,4.94,4.71,4.96,4.98,4.91,4.84,28,1125,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.64,2,1340.85,4.63,4.71,4.65,4.86,4.82,4.92,4.66,28,180,0.47
within an hour,f,t,Private room in home,Private room,f,1,0.9,2,727.89,4.93,4.89,4.96,4.98,4.97,4.91,4.93,28,1125,0.81
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,2,893.9,5,5,4,4,5,4,4,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.92,2,1660.1,4.98,4.99,4.99,4.99,4.99,4.96,4.91,28,30,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.93,2,2477.38,4.9,4.91,4.73,4.95,4.99,4.91,4.8,28,40,0.61
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.67,3,3460.67,4.94,4.94,4.81,5,5,4.94,5,28,30,0.91
within an hour,t,t,Private room in condo,Private room,f,1,0.94,2,1787.8,4.86,4.86,4.76,4.89,4.9,4.93,4.85,28,14,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.83,4,1213.15,4.69,4.69,4.57,4.87,4.85,4.56,4.69,28,180,0.45
within an hour,t,t,Private room in home,Private room,f,1,0.81,2,753.43,4.93,4.93,4.98,5,5,4.93,4.81,30,1125,0.37
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1264.23,4.73,4.74,4.41,4.78,4.81,4.74,4.74,30,90,0.23
Desconocido,t,f,Entire home,Entire home/apt,f,0.9,0.86,4,7023.5,4.93,4.88,4.8,4.95,5,4.97,4.88,28,365,0.34
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,5,2554,5,5,5,5,5,5,5,28,1125,0.7
within a day,f,t,Entire home,Entire home/apt,f,1,0.43,7,5733.73,4.9,4.93,4.78,4.98,4.95,4.98,4.85,28,1125,0.34
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,2170.9,4.4,4.39,4.46,4.37,4.63,4.82,4.49,28,28,0.56
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,2170.9,4.86,4.91,4.87,4.8,4.79,4.88,4.77,28,1125,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.94,4,4469.5,4.98,4.98,4.98,5,5,4.87,4.81,28,1125,0.64
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1519.63,4,4,4,5,5,5,4,28,1125,0.7
within a day,f,t,Entire condo,Entire home/apt,f,0.9,0.7,5,2822.17,4.78,4.71,4.94,4.85,4.92,4.86,4.81,28,999,0.48
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,6129.6,5,5,4.94,5,4.94,4.94,4.94,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1277,4.67,4.67,5,5,5,4.83,4.67,28,60,0.7
Desconocido,f,t,Entire loft,Entire home/apt,f,0.9,0.9,2,638.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,60,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1085.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,5,1545.17,5,5,4,5,5,5,5,28,1125,0.7
within an hour,t,t,Private room in loft,Private room,f,1,0.82,2,1162.07,4.74,4.84,4.73,4.9,4.86,4.48,4.8,28,90,0.7
within a few hours,f,t,Entire guest suite,Entire home/apt,f,1,1,3,868.36,4.63,5,4.54,5,4.96,4.79,4.63,28,56,0.33
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.4,3,1915.5,5,5,4.88,5,5,5,5,28,200,0.7
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1149.3,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,11263.14,5,5,5,5,5,5,4.5,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.97,2,1264.23,4.59,4.74,4.48,4.71,4.81,4.91,4.77,28,10,0.28
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,2298.6,4.88,4.88,5,4.88,4.88,4.63,5,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,1851.65,5,5,5,5,5,5,4.92,28,90,0.7
within a day,t,t,Private room in rental unit,Private room,f,1,0.5,2,842.82,4.7,4.71,4.5,4.75,4.88,4.56,4.64,28,80,0.88
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.72,2,2170.9,5,4.67,4.67,5,5,4.67,5,28,1125,0.7
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,6,4022.55,4.83,4.83,5,4.83,5,5,4.33,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,3,1277,5,5,5,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,5,2924.33,4.83,4.8,4.8,5,5,4.8,4.8,28,100,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,2809.4,4.7,4.79,4.62,4.81,4.88,4.93,4.76,28,150,0.7
within a day,t,t,Entire home,Entire home/apt,f,1,0.6,4,2311.37,4.89,4.78,4.67,4.89,5,4.94,4.94,28,21,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1264.23,4.63,4.93,4.83,4.76,4.69,4.9,4.68,28,1125,0.27
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,2285.83,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within a day,t,t,Entire loft,Entire home/apt,f,1,0.79,4,3498.98,5,5,4.9,5,5,4.87,4.93,28,365,0.27
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,1391.93,4.86,5,5,5,5,5,4.86,28,150,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,0.55,0,2,1647.33,4.8,4.9,4.5,5,5,5,4.9,28,365,0.7
Desconocido,f,t,Entire guest suite,Entire home/apt,t,0.9,0.9,4,1826.11,4.8,4.81,4.9,4.92,4.94,4.79,4.75,28,45,0.93
within a day,f,t,Entire loft,Entire home/apt,f,1,1,4,1596.25,5,5,5,5,5,5,5,28,60,0.23
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0.33,0,2,957.75,4.93,4.79,5,5,5,5,4.86,28,62,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.94,1,5,1992.12,4.66,4.74,4.77,4.91,4.89,4.63,4.72,28,1125,0.7
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1149.3,5,5,4.8,5,5,5,4.8,28,180,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,1557.94,4.86,5,4.93,5,5,4.92,4.92,30,100,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.2,6,2886.02,4.73,4.91,4.55,5,5,5,4.55,28,28,0.7
within an hour,f,t,Private room in home,Private room,f,1,0.87,1,383.1,4.29,4.43,4,4.63,4.31,4.54,4.43,28,1125,0.34
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.85,5,3460.67,4.61,4.72,4.58,4.83,4.82,4.93,4.72,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1519.63,4.72,4.77,4.3,4.75,4.67,5,4.63,28,1125,0.51
Desconocido,f,f,Private room in home,Private room,f,0.9,0.9,1,510.8,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.8,1,753.43,4.88,4.75,4.75,4.88,4.88,4.81,4.69,30,180,0.7
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,1,574.65,5,5,5,5,5,5,5,28,1125,0.7
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,4,7636.46,4.91,4.94,4.85,5,4.97,4.91,4.91,28,179,0.3
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.92,0.41,4,3473.44,4.88,4.9,4.67,4.9,4.96,4.96,4.71,30,1125,0.46
within an hour,t,t,Entire loft,Entire home/apt,f,1,0.96,2,2490.15,4.84,4.89,4.9,4.93,4.94,4.84,4.76,28,1124,0.7
within an hour,f,t,Private room in home,Private room,f,1,0.9,2,1889.96,4.8,4,5,5,4.6,4.4,4.6,30,1000,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0,3,2043.2,4.77,4.7,4.77,4.8,4.83,4.93,4.69,28,1125,0.27
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,3192.5,5,5,5,5,5,5,4.93,28,1125,0.7
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.43,3,1647.33,4.89,4.89,4.72,4.89,4.89,4.72,4.83,28,1125,0.7
within a day,t,t,Private room in rental unit,Private room,f,1,0.67,2,1059.91,4.86,4.86,4.86,4.86,4.84,4.91,4.86,28,1125,0.48
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1966.58,4.8,5,4.8,4.6,5,5,5,28,1125,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,1596.25,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within a day,t,t,Entire guest suite,Entire home/apt,f,1,0.15,4,1787.8,4.94,5,5,4.89,4.78,4.83,4.89,28,1125,0.22
Desconocido,f,f,Private room in loft,Private room,f,0.9,0.9,1,1085.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Private room in home,Private room,t,1,1,2,1251.46,4.79,4.84,4.68,4.96,4.96,4.89,4.78,28,3,0.7
a few days or more,f,t,Entire condo,Entire home/apt,f,0,0,4,1098.22,3.75,4,3.5,4.25,4.25,4.25,4,28,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.81,4,3307.43,4.46,4.52,4.48,4.49,4.46,4.78,4.34,28,365,0.59
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,574.65,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.97,3,2107.05,4.9,5,4.8,5,5,5,4.8,28,60,0.7
within a few hours,t,t,Entire home,Entire home/apt,f,0.92,0.59,3,1021.6,4.73,4.77,4.75,4.86,4.84,4.9,4.72,28,365,0.93
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,4,1277,4.25,5,4.5,5,5,5,5,28,48,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.96,0.99,4,3575.6,4.18,4.29,3.98,4.5,4.49,4.86,4.29,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,996.06,4,5,5,3,4,5,4,28,1125,0.7
within a day,f,t,Entire home,Entire home/apt,f,1,0.25,2,1468.55,4.84,4.92,4.9,4.86,4.83,4.61,4.79,28,1125,1.11
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0,5,3831,5,5,4.86,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,5,2426.3,4.67,4.56,4.33,4.78,4.89,4.78,4.56,40,1125,0.7
within an hour,t,t,Private room,Private room,t,1,0.99,2,1660.1,4.92,4.88,5,4.99,4.97,4.75,4.9,28,365,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.74,1,1277,4.56,4.5,4.25,4.94,4.75,4.75,4.44,28,999,0.7
within a few hours,f,t,Private room in home,Private room,f,0.8,0,1,1021.6,4.57,4.63,4.57,4.81,4.92,4.97,4.74,30,365,0.6
Desconocido,f,t,Entire home,Entire home/apt,t,0.9,0.9,3,3562.83,4.86,4.76,4.95,4.95,4.95,4.86,4.86,28,30,0.22
within an hour,t,t,Private room in home,Private room,f,1,0.97,1,1353.62,4.92,4.97,4.95,4.97,4.97,4.89,4.86,28,180,0.63
within a few hours,t,f,Private room in rental unit,Private room,f,1,0.78,2,1264.23,4.93,5,4.98,4.95,4.98,4.98,4.85,28,360,0.41
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,766.2,5,5,5,5,5,5,5,28,30,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1264.23,4.93,4.93,4.93,4.93,5,4.93,5,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.59,2,830.05,4.51,4.67,4.57,4.95,4.93,4.55,4.61,28,1124,0.88
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,2234.75,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,f,Entire home,Entire home/apt,f,0.9,0.9,4,2873.25,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,28,0.7
within an hour,t,t,Entire townhouse,Entire home/apt,f,1,1,2,868.36,4.87,4.87,4.83,4.96,4.91,4.65,4.83,28,1125,0.37
within a few hours,t,f,Private room in condo,Private room,f,1,0.78,2,1264.23,4.94,5,4.97,4.97,5,5,4.91,28,1125,0.32
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire townhouse,Entire home/apt,f,1,0.94,2,1596.25,4.76,4.73,4.71,4.88,4.9,4.88,4.61,29,1125,0.37
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,2,3703.3,4.93,4.97,4.97,4.98,4.99,4.9,4.88,28,6,0.7
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,2,1404.7,5,5,5,5,5,5,5,30,90,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1277,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
within a day,f,t,Entire home,Entire home/apt,f,1,1,4,3767.15,4.88,4.92,4.92,4.96,5,5,4.83,28,60,0.25
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.75,2,1915.5,4.93,4.94,4.96,4.99,4.96,4.94,4.8,30,150,0.64
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,766.2,4.88,4.97,4.91,5,5,4.94,4.97,28,1125,0.37
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.6,2,1404.7,4.63,4.72,4.55,4.88,4.93,4.72,4.71,28,1125,0.51
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,0.9,2,740.66,4.54,4.7,4.07,4.89,4.86,4.64,4.6,28,1123,0.67
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,6,12770,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,1264.23,4.75,4.88,4.5,4.75,5,4.88,4.75,28,1125,0.7
within an hour,t,t,Private room in rental unit,Private room,f,1,0.99,2,1519.63,4.77,4.81,4.69,4.9,4.87,4.87,4.75,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.24,2,3141.42,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,365,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,1277,4.63,4.63,4.5,4.88,4.81,4.69,4.5,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,2554,1,1,4,1,1,2,1,28,1125,0.7
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,1225.92,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1979.35,4.73,4.91,4.76,4.94,4.93,4.88,4.75,28,1125,0.5
Desconocido,f,t,Entire loft,Entire home/apt,f,0.9,0.9,3,1736.72,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.94,6,4724.9,4.78,4.88,4.83,4.82,4.74,4.75,4.7,28,60,0.52
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0.4,0.44,4,1008.83,4.3,4.33,4.11,4.77,4.66,4.89,4.55,28,1125,0.71
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.5,6,4469.5,5,5,5,5,5,5,5,28,180,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1570.71,5,4.5,4.5,5,5,5,5,28,1125,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1277,4.88,4.9,4.91,5,4.95,4.73,4.87,30,1125,0.61
within a day,t,t,Entire home,Entire home/apt,f,1,0.71,3,1660.1,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a few hours,t,t,Entire bungalow,Entire home/apt,f,1,0.81,2,1519.63,4.73,4.83,4.46,4.96,4.85,4.92,4.83,28,120,0.46
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,0.9,3,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Private room in bungalow,Private room,f,0.9,0.9,1,498.03,5,5,5,4.86,5,4.43,4.71,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1391.93,4.5,4.5,4,5,5,5,5,28,1125,0.7
Desconocido,f,t,Entire home,Entire home/apt,f,0.9,1,1,1915.5,4.9,4.85,4.84,4.94,4.9,4.94,4.74,30,365,1.18
Desconocido,f,f,Entire loft,Entire home/apt,f,0.9,0.9,2,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,2,2554,4.85,4.85,4.5,5,4.88,5,4.85,28,1125,0.31
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,1634.56,4.5,4.75,4.75,5,4.75,4.75,4.75,28,1125,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,2554,4.88,4.97,4.91,4.91,4.97,4.97,4.88,28,1125,0.31
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,3,983.29,4.72,4.78,4.44,4.94,4.94,4.19,4.75,28,180,0.21
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,5,1072.68,3.8,4,4.2,4.6,4.8,4,4.4,28,30,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,6,2566.77,4.78,4.94,4.88,4.95,4.87,4.76,4.86,28,1125,0.83
within an hour,f,t,Private room in rental unit,Private room,t,1,0.87,2,830.05,4.42,4.42,4.17,4.58,4.75,4.58,4.45,28,1125,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.17,3,1085.45,4.85,4.91,4.85,4.92,4.96,4.92,4.77,28,1124,0.48
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,1,4,2898.79,4.66,4.69,4.58,4.69,4.73,4.97,4.67,28,1125,0.7
